A,N,N_minus_Z,Q_2beta_minus_calculable,Q_2beta_minus_estimated,Q_2beta_minus_keV,Q_2beta_minus_unc_keV,Q_4beta_minus_calculable,Q_4beta_minus_estimated,Q_4beta_minus_keV,Q_4beta_minus_unc_keV,Q_alpha_calculable,Q_alpha_estimated,Q_alpha_keV,Q_alpha_unc_keV,Q_beta_minus_n_calculable,Q_beta_minus_n_estimated,Q_beta_minus_n_keV,Q_beta_minus_n_unc_keV,Q_d_alpha_calculable,Q_d_alpha_estimated,Q_d_alpha_keV,Q_d_alpha_unc_keV,Q_ep_calculable,Q_ep_estimated,Q_ep_keV,Q_ep_unc_keV,Q_n_alpha_calculable,Q_n_alpha_estimated,Q_n_alpha_keV,Q_n_alpha_unc_keV,Q_p_alpha_calculable,Q_p_alpha_estimated,Q_p_alpha_keV,Q_p_alpha_unc_keV,S_2n_calculable,S_2n_estimated,S_2n_keV,S_2n_unc_keV,S_2p_calculable,S_2p_estimated,S_2p_keV,S_2p_unc_keV,S_n_calculable,S_n_estimated,S_n_keV,S_n_unc_keV,S_p_calculable,S_p_estimated,S_p_keV,S_p_unc_keV,Symbol,Z,atomic_mass_estimated,atomic_mass_micro_u,atomic_mass_u,atomic_mass_unc_micro_u,beta_decay_energy_estimated,beta_decay_energy_keV,beta_decay_energy_unc_keV,beta_decay_mode,binding_energy_per_A_estimated,binding_energy_per_A_keV,binding_energy_per_A_unc_keV,decay_modes,discovery_year,half_life_estimated,half_life_raw,half_life_s,half_life_unc_raw,half_life_unit,mass_excess_estimated,mass_excess_keV,mass_excess_unc_keV,origin,source_dataset,source_file,spin_parity,spin_parity_measured,spin_parity_systematics
144,82,20,True,False,-10206.1149,27.9829,True,False,-25395.535,7.3194,True,False,-133.2956,3.5719,True,False,-15795.6333,11.0821,True,False,9886.7167,23.6304,True,False,-5252.2868,0.7947,True,False,7872.2959,3.2189,True,False,3421.3609,14.0484,True,False,19126.3327,1.1745,True,False,10593.5128,0.7976,True,False,10519.8093,2.3488,True,False,6293.9332,2.7154,Sm,62,False,912006.285,143.912006285,1.566,False,-6346.4515,10.8092,B-,False,8303.68,0.0101,IS=3.08 4;2B+ ?,1933,False,stbl,inf,,,False,-81965.626,1.459,,AME2020,mass_1.mas20,0+,False,False
144,81,18,True,False,-13250.9869,29.9546,True,False,-31009.654,13.7193,True,False,167.956,26.514,True,False,-15459.1817,200.5917,True,False,14073.562,10.8721,True,False,52.5184,11.1222,True,False,10550.1595,17.652,True,False,5178.8401,13.7252,True,False,20452.8811,31.9093,True,False,9055.5809,25.9408,True,False,9449.1817,15.3964,True,False,3391.0107,11.0591,Eu,63,False,918819.481,143.918819481,11.58,False,-3859.6633,29.9546,B-,False,8254.1744,0.0749,B+=100,1965,False,10.2,10.2,0.1,s,False,-75619.175,10.787,,AME2020,mass_1.mas20,1+,False,False
144,80,16,True,False,-15189.4201,28.8506,True,True,-35152.0,198.0,True,False,1271.5183,30.612,True,False,-19411.6369,58.3579,True,False,10260.2254,41.0414,True,False,468.6526,28.0798,True,False,9820.8505,29.2192,True,False,3030.1908,30.67,True,False,20942.6252,39.5199,True,False,7355.5238,28.007,True,False,11599.5184,202.2414,True,False,4807.1714,30.0266,Gd,64,False,922963.0,143.922963,30.0,False,-9391.3235,39.5199,B-,False,8221.9382,0.1941,B+=100,1968,False,4.47,268.2,0.06,m,False,-71759.511,27.945,x,AME2020,mass_1.mas20,0+,False,False
144,79,14,True,False,-17758.6671,29.2022,True,True,-40209.0,401.0,True,False,2192.8419,58.6268,True,False,-18270.5566,30.8379,True,False,15302.1415,39.5199,True,False,4584.1521,30.0266,True,False,13203.8614,30.67,True,False,5720.0983,34.2253,True,False,21951.3017,701.1147,True,False,5637.2003,41.0414,True,False,10020.3134,58.3579,True,False,1425.8479,202.2414,Tb,65,False,933045.0,143.933045,30.0,False,-5798.0965,28.8506,B-,False,8151.2877,0.1941,B+=100,1982,False,~1,,,s,False,-62368.188,27.945,x,AME2020,mass_1.mas20,1+,False,False
144,78,12,True,True,-19962.0,196.0,False,False,,,True,False,2787.2709,28.8506,True,True,-22594.0,298.0,True,False,10700.238,700.5943,True,False,4372.2487,200.4299,True,False,12300.5418,21.0215,True,False,2834.8068,105.5029,True,True,22593.0,729.0,True,False,4188.5112,28.8506,True,False,12472.4601,14.8832,True,False,3439.8698,51.7318,Dy,66,False,939269.512,143.939269512,7.7,False,-11960.5706,11.1039,B-,False,8105.5902,0.0498,B+=100;B+p=?,1986,False,9.1,9.1,0.4,s,False,-56570.091,7.173,x,AME2020,mass_1.mas20,0+,False,False
144,77,10,True,True,-22450.0,400.0,False,False,,,True,False,3447.8415,800.5328,True,True,-21520.0,400.0,True,True,16221.0,729.0,True,False,8520.7008,51.9287,True,False,15577.7244,105.5996,True,True,5637.0,298.0,True,True,23502.0,401.0,True,False,2627.9406,700.6089,True,True,10633.0,298.0,True,False,-270.4575,15.5537,Ho,67,False,952109.712,143.952109712,9.1,True,-8002.0,196.0,B-,False,8017.0977,0.0589,B+=100;B+p=?,1986,False,700,0.7000000000000001,100,ms,False,-44609.521,8.477,x,AME2020,mass_1.mas20,(5-),False,False
144,76,8,False,False,,,False,False,,,True,True,3797.0,446.0,False,False,,,True,True,11354.0,446.0,True,True,8272.0,196.0,True,True,14421.0,357.0,True,True,2621.0,446.0,True,True,24820.0,537.0,True,True,1066.0,754.0,True,True,13519.0,445.0,True,True,1849.0,357.0,Er,68,True,960700.0,143.9607,210.0,True,-14448.0,445.0,B-,True,7956.0,1.0,B+ ?,2003,True,400#,0.4,>200ns,ms,True,-36608.0,196.0,x,AME2020,mass_1.mas20,0+,False,False
144,75,6,False,False,,,False,False,,,True,True,4733.0,641.0,False,False,,,True,True,16481.0,640.0,True,True,12599.0,499.0,True,True,17851.0,566.0,False,False,,,False,False,,,True,True,-513.0,566.0,False,False,,,True,False,-1711.9999,16.0,Tm,69,True,976211.0,143.976211,429.0,False,,,B-,True,7850.0,3.0,p=?;B+ ?,2005,False,2.3,2.2999999999999996e-06,0.9,us,True,-22159.0,400.0,-p,AME2020,mass_1.mas20,(10+),False,False
145,93,41,True,True,21483.0,300.0,True,True,37506.0,300.0,False,False,,,True,True,7249.0,500.0,False,False,,,False,False,,,False,False,,,True,True,8464.0,424.0,True,True,5622.0,583.0,False,False,,,True,True,1861.0,424.0,False,False,,,Te,52,True,967783.0,144.967783,322.0,True,11120.0,583.0,B-,True,7998.0,2.0,B- ?;B-n ?;B-2n ?,2018,True,75#,0.075,>550ns,ms,True,-30010.0,300.0,x,AME2020,mass_1.mas20,0+,False,False
145,92,39,True,True,18924.0,500.0,True,True,31705.0,500.0,True,True,-4015.0,707.0,True,True,7671.0,500.0,True,True,10111.0,707.0,False,False,,,True,True,-1874.0,583.0,True,True,10283.0,707.0,True,True,6483.0,539.0,False,False,,,True,True,3871.0,640.0,True,True,12199.0,583.0,I,53,True,955845.0,144.955845,537.0,True,10363.0,500.0,B-,True,8069.0,3.0,B-=100;B-n ?;B-2n ?,2010,False,89.7,0.0897,9.3,ms,True,-41130.0,500.0,x,AME2020,mass_1.mas20,7/2+#,False,True
145,91,37,True,False,16022.8458,14.0285,True,False,25573.7215,35.6957,True,True,-3249.0,400.0,True,False,3706.7067,23.0269,True,True,10007.0,201.0,True,True,-22562.0,300.0,True,True,703.0,500.0,True,False,8173.6873,12.2196,True,False,7433.0911,12.1094,True,True,25541.0,500.0,True,False,2692.3538,12.3749,True,True,13452.0,400.0,Xe,54,False,944719.631,144.944719631,12.0,False,8561.0867,14.3929,B-,False,8135.0877,0.0771,B-=100;B-n=5.0 6;B-2n ?,2003,False,188,0.188,4,ms,False,-51493.337,11.178,x,AME2020,mass_1.mas20,3/2-#,False,True
145,90,35,True,False,12780.9016,15.2554,True,False,19571.5665,11.546,True,False,-2552.674,18.2474,True,False,3641.3878,11.4927,True,False,10859.2653,10.1932,True,True,-22013.0,400.0,True,False,394.9476,10.3238,True,False,10039.2798,9.4607,True,False,8521.5413,11.8137,True,True,23843.0,200.0,True,False,4854.38,21.5837,True,False,10471.0936,10.5071,Cs,55,False,935528.927,144.935528927,9.733,False,7461.7591,12.4121,B-,False,8188.7342,0.0625,B-=100;B-n=12.8 3,1971,False,582,0.582,4,ms,False,-60054.424,9.067,,AME2020,mass_1.mas20,3/2+*,True,False
145,89,33,True,False,9550.8756,34.9441,True,False,13915.8214,8.5713,True,False,-1743.7901,8.955,True,False,-737.8413,15.4664,True,False,10870.1427,11.3669,True,False,-17932.8527,10.0022,True,False,3359.8677,8.8966,True,False,7862.4285,11.0359,True,False,9721.6139,10.8397,True,False,21891.2429,9.6719,True,False,3820.3713,11.0806,True,False,11533.7921,21.8437,Ba,56,False,927518.4,144.9275184,9.1,False,5319.1425,14.9122,B-,False,8234.7991,0.0585,B-=100,1974,False,4.31,4.31,0.16,s,False,-67516.183,8.477,x,AME2020,mass_1.mas20,5/2-*,True,False
145,88,31,True,False,6790.6649,14.1423,True,False,8432.1807,12.5834,True,False,-782.8903,15.3319,True,False,-474.7015,12.5896,True,False,11812.6867,14.0059,True,False,-16852.9346,23.5757,True,False,3325.633,14.1583,True,False,9870.9867,13.6223,True,False,10806.4941,14.2909,True,False,19737.749,14.4179,True,False,6056.9838,17.8291,True,False,8357.1668,14.1932,La,57,False,921808.065,144.921808065,13.17,False,4231.7331,35.2977,B-,False,8266.0873,0.0846,B-=100,1974,False,24.8,24.8,2.0,s,False,-72835.325,12.269,,AME2020,mass_1.mas20,(5/2+),False,False
145,87,29,True,False,4364.9458,33.8924,True,False,3584.3487,33.9028,True,False,240.5176,34.3143,True,False,-4387.7885,33.9776,True,False,11815.2159,34.6788,True,False,-12588.8999,34.6434,True,False,6421.6006,34.4121,True,False,7820.9467,34.4534,True,False,11603.3164,33.9617,True,False,17707.7955,34.5671,True,False,4706.4346,33.9878,True,False,9506.3699,36.2849,Ce,58,False,917265.113,144.917265113,36.393,False,2558.9318,33.6347,B-,False,8289.8762,0.2338,B-=100,1954,False,3.01,180.6,0.06,m,False,-77067.059,33.9,,AME2020,mass_1.mas20,5/2-#,False,True
145,86,27,True,False,1641.5158,7.48,True,False,-1634.4663,7.5822,True,False,878.9374,8.1855,True,False,-3949.2802,7.0407,True,False,12691.1949,7.3752,True,False,-12065.3017,14.7803,True,False,6044.362,9.3851,True,False,9770.9605,7.3756,True,False,12700.4269,7.1723,True,False,16032.465,10.214,True,False,6946.7202,7.4386,True,False,6483.0194,7.4849,Pr,59,False,914517.987,144.914517987,7.674,False,1806.014,7.037,B-,False,8302.1285,0.0493,B-=100,1954,False,5.984,21542.4,0.010,h,False,-79625.99,7.149,,AME2020,mass_1.mas20,7/2+,False,False
145,85,25,True,False,-780.5971,0.8724,True,False,-8505.3787,19.7569,True,False,1574.1374,1.4683,True,False,-8087.206,2.6557,True,False,12347.0023,1.3873,True,False,-8289.0334,2.5506,True,False,8747.2935,2.2101,True,False,7218.4177,1.3843,True,False,13572.3302,0.2366,True,False,14403.5683,2.2089,True,False,5755.2943,0.2306,True,False,7970.3873,2.4111,Nd,60,False,912579.151,144.912579151,1.364,False,-164.4982,2.5361,B-,False,8309.1883,0.0088,IS=8.293 12;A ?,1933,False,stbl,inf,>60Py,,False,-81432.004,1.271,,AME2020,mass_1.mas20,7/2-*,True,False
145,84,23,True,False,-3275.9821,3.707,True,False,-14867.8134,110.9311,True,False,2322.1114,2.8671,True,False,-7373.1982,2.5373,True,False,13445.6111,2.5269,True,False,-7805.8891,3.4845,True,False,8165.2629,2.8668,True,False,9546.6044,2.5281,True,False,14449.4783,2.0529,True,False,12777.2487,2.8724,True,False,7922.7078,1.5273,True,False,4808.4491,2.5262,Pm,61,False,912755.748,144.912755748,3.011,False,-616.099,2.539,B-,False,8302.6583,0.0193,EC=100;A=2.8e-7,1951,False,17.7,558569520.0,0.4,y,False,-81267.506,2.805,,AME2020,mass_1.mas20,5/2+,False,False
145,83,21,True,False,-7724.7816,19.7718,True,False,-22408.7998,6.6875,True,False,1115.1967,3.2311,True,False,-13103.5508,10.813,True,False,13020.0638,2.7205,True,False,-4192.3501,0.8419,True,False,10945.0503,0.8463,True,False,5354.1837,23.6321,True,False,17276.9085,2.3675,True,False,11227.0391,0.8435,True,False,6757.0992,0.2988,True,False,6524.2619,2.6714,Sm,62,False,913417.157,144.913417157,1.594,False,-2659.8832,2.7224,B-,False,8293.0139,0.0102,EC=100,1947,False,340,29376000.0,3,d,False,-80651.407,1.485,,AME2020,mass_1.mas20,7/2-,False,False
145,82,19,True,False,-11591.8313,110.9379,True,False,-28871.411,8.0559,True,False,106.4919,14.3036,True,False,-14303.3309,28.1119,True,False,12236.4178,3.5837,True,False,-3864.3787,3.7974,True,False,8796.4139,23.7832,True,False,5854.4607,2.9437,True,False,19892.8493,11.4039,True,False,9608.8022,3.8306,True,False,10443.6676,11.1406,True,False,3314.869,2.7073,Eu,63,False,916272.659,144.916272659,3.285,False,-5064.8984,19.9521,B-,False,8269.2744,0.0211,B+=100,1951,False,5.93,512352.0,0.04,d,False,-77991.524,3.06,,AME2020,mass_1.mas20,5/2+*,True,False
145,81,17,True,False,-14684.0182,20.7662,True,True,-33687.0,201.0,True,False,582.4179,21.4841,True,False,-18629.7561,34.1999,True,False,12025.4922,22.57,True,False,1750.0293,19.7699,True,False,11701.706,19.804,True,False,3246.359,35.9472,True,False,20837.951,201.2695,True,False,7987.4329,19.9068,True,False,9238.4326,34.1999,True,False,4596.4222,22.4741,Gd,64,False,921710.051,144.921710051,21.165,False,-6526.9329,109.7144,B-,False,8228.9485,0.136,B+=100,1959,False,23.0,1380.0,0.4,m,False,-72926.626,19.716,,AME2020,mass_1.mas20,1/2+*,True,False
145,80,15,True,False,-17279.5797,111.1457,True,True,-38817.0,225.0,True,False,1101.0382,111.6135,True,False,-17900.9197,111.1274,True,False,12542.4251,228.9509,True,False,1930.5107,111.4191,True,False,10555.639,114.897,True,False,5423.8845,114.3624,True,False,22123.1365,122.158,True,False,6736.324,111.4385,True,False,12102.8232,114.3624,True,False,1929.1526,114.3624,Tb,65,False,928717.001,144.928717001,119.051,False,-8157.0853,111.0872,B-,False,8178.5397,0.7648,B+=100,1981,False,30.9,30.9,0.6,s,False,-66399.693,110.896,,AME2020,mass_1.mas20,(11/2-),False,False
145,79,13,True,True,-19002.0,200.0,False,False,,,True,False,2556.7074,20.808,True,False,-21704.405,10.6943,True,False,12887.3919,51.6454,True,False,6227.9327,28.6955,True,False,14363.3168,28.6955,True,False,3180.9698,700.5879,True,False,22216.2945,14.5802,True,False,4589.2387,200.4076,True,False,9743.8344,9.6934,True,False,3163.3909,28.6955,Dy,66,False,937473.992,144.937473992,7.0,False,-9122.4943,9.9019,B-,False,8116.8884,0.045,B+=100;B+p=?,1982,False,9.5,9.5,1.0,s,False,-58242.607,6.52,x,AME2020,mass_1.mas20,(1/2+),False,False
145,78,11,True,True,-21537.0,196.0,False,False,,,True,False,2995.8137,105.5223,True,True,-20584.0,196.0,True,False,13759.643,15.0199,True,False,5959.1035,28.9214,True,False,13085.8112,700.5972,True,True,5863.0,729.0,True,True,23215.0,298.0,True,False,3278.8629,51.7713,True,False,12581.9106,11.2865,True,False,-161.0069,10.3429,Ho,67,False,947267.392,144.947267392,8.0,True,-9880.0,200.0,B-,False,8048.5792,0.0514,B+=100,1987,False,2.4,2.4,0.1,s,False,-49120.113,7.452,x,AME2020,mass_1.mas20,(11/2-),False,False
145,77,9,False,False,,,False,False,,,True,True,3717.0,359.0,True,True,-25152.0,447.0,True,True,13518.0,359.0,True,True,10041.0,200.0,True,True,16526.0,756.0,True,True,2874.0,448.0,True,True,24222.0,447.0,True,True,1649.0,201.0,True,True,10704.0,280.0,True,True,1920.0,200.0,Er,68,True,957874.0,144.957874,215.0,True,-11657.0,280.0,B-,True,7975.0,1.0,B+=100;B+p=?,1989,False,900,0.9,200,ms,True,-39240.0,200.0,x,AME2020,mass_1.mas20,(1/2+),False,False
145,76,7,False,False,,,False,False,,,True,True,4357.0,446.0,False,False,,,True,True,14289.0,445.0,True,True,9738.0,196.0,True,True,15314.0,446.0,True,True,5211.0,537.0,False,False,,,True,True,113.0,357.0,True,True,13495.0,445.0,True,False,-1736.0999,7.0711,Tm,69,True,970389.0,144.970389,210.0,False,,,B-,True,7889.0,1.0,p=100,1998,False,3.17,3.1699999999999997e-06,0.20,us,True,-27583.0,196.0,-p,AME2020,mass_1.mas20,(11/2-),False,False
146,93,40,True,True,19770.0,300.0,True,True,33681.0,300.0,True,True,-4355.0,424.0,True,True,7882.0,300.0,True,True,11391.0,424.0,False,False,,,False,False,,,True,True,9854.0,583.0,True,True,6353.0,500.0,False,False,,,True,True,2481.0,583.0,True,True,12819.0,424.0,I,53,True,961846.0,145.961846,322.0,True,12415.0,301.0,B-,True,8031.0,2.0,B-=100;B-n ?;B-2n ?,2018,False,94,0.094,26,ms,True,-35540.0,300.0,x,AME2020,mass_1.mas20,,False,False
146,92,38,True,False,16911.3181,24.2834,True,False,27670.918,28.3127,True,True,-3830.0,501.0,True,False,4028.1553,25.8604,True,True,8086.0,400.0,True,True,-25234.0,301.0,True,True,-1778.0,501.0,True,True,7699.0,202.0,True,False,7225.2852,24.794,True,True,26313.0,301.0,True,False,4532.9314,26.6739,True,True,14114.0,501.0,Xe,54,False,948518.245,145.948518245,26.0,False,7355.4298,24.3911,B-,False,8110.4154,0.1659,B-=100;B-n=6.9 15,1989,False,146,0.146,6,ms,False,-47954.95,24.219,x,AME2020,mass_1.mas20,0+,False,False
146,91,36,True,False,13910.7934,3.3431,True,False,21363.106,34.4778,True,False,-2932.3269,5.7223,True,False,4134.4846,8.9568,True,False,12272.7281,6.0467,True,True,-21469.0,500.0,True,True,1126.0,200.0,True,False,9756.5571,5.4831,True,False,8181.6545,20.3388,True,True,24558.0,400.0,True,False,3327.2745,9.5174,True,False,11106.0142,11.5463,Cs,55,False,940621.867,145.940621867,3.106,False,9555.8882,3.3918,B-,False,8155.4365,0.0198,B-=100;B-n=14.2 4;B-2n ?,1971,False,321.6,0.32160000000000005,0.9,ms,False,-55310.38,2.893,x,AME2020,mass_1.mas20,1-*,True,False
146,90,34,True,False,10759.5999,14.7712,True,False,16059.6477,2.1799,True,False,-2061.5359,3.2295,True,False,-102.2611,12.3957,True,False,9115.9004,20.2095,True,False,-20661.9025,11.3172,True,False,983.0158,4.9824,True,False,7673.3053,7.7773,True,False,9241.7749,7.3525,True,False,22571.9093,5.5967,True,False,5421.4036,8.6594,True,False,12100.8157,9.238,Ba,56,False,930363.2,145.9303632,1.9,False,4354.9052,2.4366,B-,False,8215.5293,0.0121,B-=100,1970,False,2.15,2.15,0.04,s,False,-64866.269,1.77,x,AME2020,mass_1.mas20,0+,False,False
146,89,32,True,False,7452.3126,34.3816,True,False,10233.1866,4.5909,True,False,-1131.5333,7.2625,True,False,-225.4332,33.9418,True,False,13256.763,7.3302,True,False,-16455.7209,9.2203,True,False,4100.7471,7.7562,True,False,9580.0866,6.9607,True,False,10514.1501,13.0446,True,False,20527.754,20.2014,True,False,4457.1663,12.3824,True,False,8993.9619,8.6404,La,57,False,925688.017,145.925688017,1.797,False,6404.6947,14.7146,B-,False,8239.9988,0.0115,B-=100,1970,False,9.9,9.9,0.1,s,False,-69221.174,1.675,,AME2020,mass_1.mas20,(5-),False,False
146,88,30,True,False,5300.0478,14.7161,True,False,5370.4918,14.9743,True,False,-208.5274,15.8146,True,False,-4071.1962,16.311,True,False,9934.5983,19.5554,True,False,-15398.6566,16.9384,True,False,3957.7389,16.1463,True,False,7409.6542,16.3938,True,False,11336.5626,14.9324,True,False,18436.6808,16.309,True,False,6630.128,36.9354,True,False,10079.514,19.12,Ce,58,False,918812.294,145.918812294,15.743,False,1047.6178,32.4842,B-,False,8278.5081,0.1004,B-=100,1953,False,13.49,809.4,0.16,m,False,-75625.868,14.665,,AME2020,mass_1.mas20,0+,False,False
146,87,28,True,False,2780.874,34.6111,True,False,444.1167,34.8697,True,False,925.5479,34.9178,True,False,-3312.8,34.3686,True,False,14469.2627,34.462,True,False,-11127.1319,36.4809,True,False,7144.3834,35.1276,True,False,9796.9471,34.4336,True,False,12065.5342,34.452,True,False,16401.7687,36.7111,True,False,5118.814,35.0812,True,False,6895.3988,48.2605,Pr,59,False,917687.63,145.91768763,36.882,False,4252.43,34.3686,B-,False,8280.325,0.2353,B-=100,1953,False,24.09,1445.4,0.10,m,False,-76673.486,34.356,,AME2020,mass_1.mas20,(2-),False,False
146,86,26,True,False,70.444,2.823,True,False,-4840.0931,3.9195,True,False,1182.0635,2.2117,True,False,-7729.7281,2.5374,True,False,10535.4789,2.4125,True,False,-11147.8287,33.8924,True,False,6326.8642,2.2104,True,False,7006.3386,1.3898,True,False,13320.5242,0.2453,True,False,15071.9164,2.552,True,False,7565.2299,0.0872,True,False,8588.897,7.0371,Nd,60,False,913122.459,145.913122459,1.366,False,-1471.556,4.1194,B-,False,8304.0927,0.0087,IS=17.189 32;2B- ?;A ?,1924,False,stbl,inf,>1.6Ey,,False,-80925.916,1.273,,AME2020,mass_1.mas20,0+,False,False
146,85,24,True,False,-2336.7573,6.5908,True,False,-11690.7162,45.036,True,False,1907.0907,4.3238,True,False,-6874.2711,4.1393,True,False,15004.4749,4.1126,True,False,-7117.341,8.1535,True,False,9260.2415,4.3327,True,False,9412.0052,4.1126,True,False,14180.88,4.8688,True,False,13281.7143,4.7616,True,False,6258.1722,4.8026,True,False,5311.327,4.1186,Pm,61,False,914702.24,145.91470224,4.589,False,1542.0,3.0,B-,False,8288.655,0.0293,EC=66.0 13;B-=34.0 13,1960,False,5.53,174513528.0,0.05,y,False,-79454.36,4.275,+,AME2020,mass_1.mas20,3-,False,False
146,84,22,True,False,-4910.5371,4.7745,True,False,-18441.4328,7.354,True,False,2528.7792,2.8131,True,False,-11076.1543,3.9248,True,False,11130.5632,3.8347,True,False,-6853.327,2.8218,True,False,8652.3522,2.813,True,False,6828.3589,3.8624,True,False,15173.3704,2.8473,True,False,11826.2743,2.813,True,False,8416.2711,2.8521,True,False,7017.8252,3.7503,Sm,62,False,913046.835,145.913046835,3.269,False,-3878.7573,5.8685,B-,False,8293.8581,0.0209,A=100,1953,False,68,2145916800000000.0,7,My,False,-80996.36,3.045,,AME2020,mass_1.mas20,0+,False,False
146,83,20,True,False,-9353.959,45.2374,True,False,-25879.3761,8.9161,True,False,1599.0169,24.3421,True,False,-12262.2954,20.6114,True,False,15558.8301,5.9493,True,False,-3139.0679,6.4351,True,False,11489.4632,6.5015,True,False,7263.587,6.3929,True,False,17641.0646,12.3033,True,False,10279.4287,6.4848,True,False,7197.397,6.5333,True,False,3755.1668,5.9537,Eu,63,False,917210.852,145.917210852,6.451,False,-1031.7798,7.075,B-,False,8261.9327,0.0412,B+=100,1957,False,4.61,398304.0,0.03,d,False,-77117.603,6.009,,AME2020,mass_1.mas20,4-*,True,False
146,82,18,True,False,-13530.8956,7.8305,True,False,-31763.8037,7.8465,True,False,471.1904,4.0056,True,False,-17757.4485,110.9705,True,False,10244.1584,11.4642,True,False,-2723.387,3.8519,True,False,9077.7139,4.4967,True,False,3019.5428,11.7175,True,False,20468.9481,28.2406,True,False,8698.1392,3.8404,True,False,11230.5156,20.1329,True,False,5383.2702,4.6979,Gd,64,False,918318.513,145.918318513,4.376,False,-8322.1791,44.7488,B-,False,8249.5072,0.0279,EC=100,1957,False,48.27,4170528.0000000005,0.09,d,False,-76085.823,4.076,,AME2020,mass_1.mas20,0+,False,False
146,81,16,True,False,-16525.4172,45.3413,True,True,-36708.0,205.0,True,False,1120.3696,53.9693,True,False,-17592.3547,45.3317,True,False,14706.6741,52.8522,True,False,2938.9089,44.9297,True,False,12124.069,46.1858,True,False,5331.722,205.2636,True,False,21538.0926,52.8522,True,False,6722.4117,46.1256,True,False,9435.2694,119.6256,True,False,2125.9895,49.0017,Tb,65,False,927252.739,145.927252739,48.159,False,-5208.7165,45.158,B-,False,8187.1474,0.3073,B+=100,1974,False,8,8.0,4,s,False,-67763.644,44.86,,AME2020,mass_1.mas20,1+,False,False
146,80,14,True,False,-18232.9081,9.4748,False,False,,,True,False,1979.6787,28.7356,True,False,-21506.1325,10.0175,True,False,10524.0671,28.7356,True,False,3082.7271,20.8216,True,False,11322.7855,200.4133,True,False,2728.32,51.6677,True,False,22127.4726,9.8114,True,False,5373.3585,28.7356,True,False,12383.6382,9.3454,True,False,3444.2059,111.0975,Dy,66,False,932844.526,145.932844526,7.187,False,-11316.7007,9.3917,B-,False,8146.1128,0.0459,B+=100,1981,False,33.2,33.2,0.7,s,False,-62554.928,6.695,,AME2020,mass_1.mas20,0+,False,False
146,79,12,True,True,-20183.0,200.0,False,False,,,True,False,2896.3793,700.5885,True,True,-20069.0,200.0,True,False,16042.6713,9.738,True,False,7872.4948,111.0911,True,False,14827.3677,51.6538,True,False,5794.7774,14.6099,True,False,22771.3425,10.7348,True,False,3447.9814,28.7106,True,False,10189.4318,9.9456,True,False,284.5905,9.2683,Ho,67,False,944993.503,145.944993503,7.071,False,-6916.2074,9.3987,B-,False,8063.2426,0.0451,B+=100;B+p=?,1982,False,3.32,3.32,0.22,s,False,-51238.227,6.587,,AME2020,mass_1.mas20,(6-),False,False
146,78,10,False,False,,,False,False,,,True,True,3373.0,729.0,True,True,-24811.0,196.0,True,False,10998.3081,10.8076,True,False,6631.6169,9.3524,True,False,13493.3318,14.6635,True,True,2590.0,298.0,True,True,23857.0,196.0,True,False,2329.8705,9.8182,True,True,13153.0,200.0,True,False,2490.8774,10.0241,Er,68,False,952418.357,145.952418357,7.197,True,-13267.0,200.0,B-,False,8010.5127,0.0459,B+=100;B+p=?,1993,False,1.7,1.7,0.6,s,False,-44322.019,6.705,,AME2020,mass_1.mas20,0+,False,False
